gnis,place_name,state_code,source_url,status
2412111,"City of Tumwater",WA,"https://www.codepublishing.com/WA/Tumwater/, http://www.ci.tumwater.wa.us",not_scraped
1789074,"City of Salem",VA,"https://library.municode.com/va/salem, https://www.salemva.gov/",incomplete_scrape
2394127,"City of Belvidere",IL,"https://library.municode.com/il/belvidere, http://www.ci.belvidere.il.us/",incomplete_scrape
2394808,"City of Franklin",IN,"https://library.municode.com/in/franklin, http://www.franklin-in.gov/",incomplete_scrape
2412135,"City of University Park",TX,"https://ecode360.com/UN6503, http://www.uptexas.org/",not_scraped
2411851,"City of Seal Beach",CA,"https://ecode360.com/SE5012, http://ci.seal-beach.ca.us",not_scraped
2410920,"City of Reedley",CA,"https://codelibrary.amlegal.com/codes/reedleyca/latest/overview, http://www.reedley.com",not_scraped
1086501,"City of Avon Lake",OH,"https://codelibrary.amlegal.com/codes/avonlake/latest/overview, http://www.avonlake.org/",not_scraped
1086994,"City of Barberton",OH,"https://codelibrary.amlegal.com/codes/barberton/latest/overview, http://www.cityofbarberton.com/oc/index.shtml",not_scraped
1627000,"City of Romulus",MI,"https://library.municode.com/mi/romulus, http://www.romulusgov.com",not_scraped
1220064,"City of Newport",RI,"https://library.municode.com/ri/newport, https://www.cityofnewport.com",scraped
838051,"City of Hastings",NE,"https://library.municode.com/ne/hastings, http://www.cityofhastings.org/",incomplete_scrape
2411173,"City of Moses Lake",WA,"https://moseslake.municipal.codes/, http://www.cityofml.com/",not_scraped
1583699,"City of Mequon",WI,"https://library.municode.com/wi/mequon, http://www.ci.mequon.wi.us",scraped
2403914,"City of Brandon",MS,"https://library.municode.com/ms/brandon, http://www.cityofbrandon.net/",incomplete_scrape
2411054,"City of Maywood",CA,"https://library.municode.com/ca/maywood, http://www.cityofmaywood.com",incomplete_scrape
2411240,"City of Newberg",OR,"https://www.codepublishing.com/OR/Newberg/, http://www.newbergoregon.gov/",not_scraped
1627209,"City of Walker",MI,"https://library.municode.com/mi/walker, http://www.ci.walker.mi.us/",scraped
2405569,"City of Tarpon Springs",FL,"https://library.municode.com/fl/tarpon_springs, http://www.ctsfl.us",incomplete_scrape
2410235,"City of Corsicana",TX,"https://library.municode.com/tx/corsicana, http://www.ci.corsicana.tx.us/",incomplete_scrape
1086070,"City of Sandusky",OH,http://www.ci.sandusky.oh.us/,not_scraped
2405538,"City of Sugar Hill",GA,"https://library.municode.com/ga/sugar_hill, http://www.cityofsugarhill.com/",scraped
1627294,"City of Wyandotte",MI,"https://codelibrary.amlegal.com/codes/wyandotte/latest/overview, http://www.wyandotte.net/",not_scraped
2405438,"City of Sebastian",FL,"https://library.municode.com/fl/sebastian, http://www.cityofsebastian.org",not_scraped
1087193,"City of Perrysburg",OH,"https://codelibrary.amlegal.com/codes/perrysburg/latest/overview, http://ww1.ci.perrysburg.oh.us/",not_scraped
1583775,"City of Muskego",WI,"https://ecode360.com/MU3544, http://www.cityofmuskego.org/",not_scraped
1626819,"City of Norton Shores",MI,"https://library.municode.com/mi/norton_shores, http://www.nortonshores.org",incomplete_scrape
2395248,"City of Norfolk",NE,https://norfolkne.gov/,not_scraped
2404208,"City of Decatur",GA,"https://library.municode.com/ga/decatur, https://www.decaturga.com/",incomplete_scrape
2411924,"City of Soledad",CA,"https://library.municode.com/ca/soledad, http://www.cityofsoledad.com",scraped
2390596,"City of Greenbelt",MD,"https://library.municode.com/md/greenbelt, https://www.greenbeltmd.gov/",not_scraped
2397299,"City of White Bear Lake",MN,http://www.whitebearlake.org/,not_scraped
467843,"City of Fort Dodge",IA,"https://library.municode.com/ia/fort_dodge, http://www.fortdodgeiowa.org/",not_scraped
2410962,"City of Riverbank",CA,"https://codelibrary.amlegal.com/codes/riverbank/latest/overview, https://www.riverbank.org/",not_scraped
2411776,"City of San Benito",TX,"https://ecode360.com/SA6470, https://www.cityofsanbenito.com/",not_scraped
2404120,"City of Conway",SC,"https://library.municode.com/sc/conway, http://www.cityofconway.com/",incomplete_scrape
1086500,"City of Avon",OH,http://www.cityofavon.com/,not_scraped
2409770,"City of Bainbridge Island",WA,"https://www.codepublishing.com/WA/BainbridgeIsland/, https://www.bainbridgewa.gov",not_scraped
2410857,"City of Loma Linda",CA,"https://ecode360.com/LO4960, http://www.lomalinda-ca.gov",not_scraped
1086738,"City of Zanesville",OH,"https://codelibrary.amlegal.com/codes/zanesville/latest/overview, http://www.coz.org/",not_scraped
2409727,"City of Ardmore",OK,"https://library.municode.com/ok/ardmore, http://www.ardmorecity.org/",incomplete_scrape
2405038,"City of Mauldin",SC,"https://library.municode.com/sc/mauldin, http://www.cityofmauldin.org/",not_scraped
979604,"City of Watertown",NY,"https://ecode360.com/WA0959, http://www.citywatertown.org/",not_scraped
2411863,"City of Selma",CA,"https://codelibrary.amlegal.com/codes/selmaca/latest/overview, http://www.cityofselma.com",not_scraped
2397402,"City of Zion",IL,http://www.cityofzion.com/,not_scraped
2411287,"City of Oak Harbor",WA,"https://www.codepublishing.com/WA/OakHarbor/, http://www.oakharbor.org/",not_scraped
2410342,"City of Dinuba",CA,"https://www.codepublishing.com/CA/Dinuba/, http://www.dinuba.org",not_scraped
2410161,"City of Kalispell",MT,https://www.kalispell.com/,not_scraped
2410488,"City of Farmington",UT,"https://codelibrary.amlegal.com/codes/farmingtonut/latest/overview, http://www.farmington.utah.gov/",not_scraped
2405710,"City of West Memphis",AR,"https://library.municode.com/ar/west_memphis, http://www.westmemphisar.gov/",not_scraped
2409831,"City of Benbrook",TX,"https://library.municode.com/tx/benbrook, http://www.ci.benbrook.tx.us/",incomplete_scrape
2410322,"City of Denison",TX,"https://library.municode.com/tx/denison, https://www.cityofdenison.com/",incomplete_scrape
2411371,"City of Paris",TX,"https://ecode360.com/PA6438, http://www.paristexas.gov/",not_scraped
2399089,"City of Riverside",OH,"https://library.municode.com/oh/riverside, http://www.riverside.oh.us/",incomplete_scrape
467625,"City of Clinton",IA,"https://codelibrary.amlegal.com/codes/clintonia/latest/overview, https://www.cityofclintoniowa.gov/",not_scraped
2394742,"City of Faribault",MN,"https://library.municode.com/mn/faribault, https://www.ci.faribault.mn.us/",incomplete_scrape
2411455,"City of Ponca City",OK,"https://codelibrary.amlegal.com/codes/poncacityok/latest/overview, http://www.poncacityok.gov/",not_scraped
2404389,"City of North Augusta",SC,"https://library.municode.com/sc/north_augusta, http://www.northaugusta.net/",scraped
2393598,"City of Collinsville",IL,"https://library.municode.com/il/collinsville, http://www.discovercollinsville.com/",incomplete_scrape
1625860,"City of Auburn Hills",MI,"https://library.municode.com/mi/auburn_hills, https://www.auburnhills.org/",incomplete_scrape
2405524,"City of Starkville",MS,"https://library.municode.com/ms/starkville, http://www.cityofstarkville.org/",not_scraped
2404616,"City of Ridgeland",MS,"https://library.municode.com/ms/ridgeland, http://www.ridgelandms.org/",scraped
2404497,"City of Pelham",AL,"https://library.municode.com/al/pelham, http://www.pelhamonline.com/",scraped
2411538,"City of Kerrville",TX,"https://library.municode.com/tx/kerrville, http://www.kerrville.org/",incomplete_scrape
1085999,"City of Solon",OH,"https://codelibrary.amlegal.com/codes/solon/latest/overview, http://www.solonohio.org/",not_scraped
2393783,"City of Centerville",OH,"https://codelibrary.amlegal.com/codes/centerville/latest/overview, http://www.ci.centerville.oh.us/",not_scraped
1036146,"City of Mandan",ND,"https://library.municode.com/nd/mandan, https://www.cityofmandan.com/",scraped
2396420,"City of Rolling Meadows",IL,"https://library.municode.com/il/rolling_meadows, http://www.cityrm.org/",scraped
2396139,"City of Papillion",NE,http://www.papillion.org/,not_scraped
1789070,"City of Fairfax",VA,"https://library.municode.com/va/fairfax, http://www.fairfaxva.gov/",scraped
485571,"City of Emporia",KS,http://www.emporia-kansas.gov/,not_scraped
2404112,"City of Columbus",MS,"https://library.municode.com/ms/columbus, https://www.thecityofcolumbusms.org/",incomplete_scrape
979118,"City of Kingston",NY,http://kingston-ny.gov/,not_scraped
2395474,"City of Johnston",IA,http://www.cityofjohnston.com/,not_scraped
582333,"City of Auburn",ME,http://www.auburnmaine.org,not_scraped
2395489,"City of Kankakee",IL,http://www.citykankakee-il.gov/,not_scraped
837933,"City of Columbus",NE,"https://codelibrary.amlegal.com/codes/columbus/latest/overview, http://www.columbusne.us/",not_scraped
2411563,"City of Kuna",ID,"https://library.municode.com/id/kuna, http://www.cityofkuna.com",incomplete_scrape
2397242,"City of Webster Groves",MO,"https://library.municode.com/mo/webster_groves, http://www.webstergroves.org/",scraped
2397162,"City of Wadsworth",OH,"https://codelibrary.amlegal.com/codes/wadsworth/latest/overview, http://www.wadsworthcity.com",not_scraped
2393469,"City of Burlington",IA,https://www.burlingtoniowa.org/,not_scraped
2394821,"City of Freeport",IL,"https://codelibrary.amlegal.com/codes/freeport/latest/overview, https://cityoffreeport.org/",not_scraped
1086435,"City of Willoughby",OH,http://www.willoughbyohio.com/,not_scraped
2394125,"City of Belton",MO,"https://library.municode.com/mo/belton, http://www.belton.org/",not_scraped
2411785,"City of San Fernando",CA,"https://library.municode.com/ca/san_fernando, http://www.ci.san-fernando.ca.us",incomplete_scrape
2397221,"City of Waukee",IA,"https://codelibrary.amlegal.com/codes/waukeeia/latest/overview, http://www.waukee.org/",not_scraped
2393797,"City of Champlin",MN,"https://library.municode.com/mn/champlin, http://www.ci.champlin.mn.us/",incomplete_scrape
2410181,"City of Kenmore",WA,"https://www.codepublishing.com/WA/Kenmore/, http://www.cityofkenmore.com",not_scraped
2411754,"City of Saginaw",TX,"https://library.municode.com/tx/saginaw, http://www.ci.saginaw.tx.us/",incomplete_scrape
2394009,"City of Athens",OH,"https://library.municode.com/oh/athens, http://www.ci.athens.oh.us/",not_scraped
2404785,"City of Jacksonville Beach",FL,"https://library.municode.com/fl/jacksonville_beach, http://www.jacksonvillebeach.org",incomplete_scrape
2395143,"City of Muscatine",IA,"https://library.municode.com/ia/muscatine, http://www.ci.muscatine.ia.us/",not_scraped
2411383,"City of Patterson",CA,"https://www.codepublishing.com/CA/Patterson/, http://www.ci.patterson.ca.us",not_scraped
2410698,"City of Happy Valley",OR,"https://ecode360.com/HA4934, http://www.happyvalleyor.gov/",not_scraped
1085978,"City of Maple Heights",OH,"https://codelibrary.amlegal.com/codes/mapleheights/latest/overview, http://mapleheights.cuyahogacounty.us/",not_scraped
2410997,"City of Roseburg",OR,"https://ecode360.com/RO3799, http://www.cityofroseburg.org",not_scraped
2412191,"City of Watauga",TX,"https://library.municode.com/tx/watauga, http://www.ci.watauga.tx.us/",incomplete_scrape
2394747,"City of Farmington",MN,"https://codelibrary.amlegal.com/codes/farmingtonmn/latest/overview, http://www.ci.farmington.mn.us/",not_scraped
2412327,"City of Yukon",OK,"https://library.municode.com/ok/yukon, http://www.ci.yukon.ok.us/",incomplete_scrape
2405456,"City of Shelbyville",TN,http://www.shelbyvilletn.org/,not_scraped
2410976,"City of Rock Springs",WY,https://www.rswy.net/,not_scraped
2394986,"City of Greenfield",IN,"https://codelibrary.amlegal.com/codes/greenfieldin/latest/overview, http://www.greenfieldin.org/",not_scraped
2403763,"City of Griffin",GA,"https://library.municode.com/ga/griffin, http://www.cityofgriffin.com/",not_scraped
2410521,"City of Forney",TX,"https://ecode360.com/FO6311, http://www.cityofforney.org",not_scraped
2395187,"City of New Brighton",MN,https://www.newbrightonmn.gov/,not_scraped
2395774,"City of Loves Park",IL,"https://library.municode.com/il/loves_park, http://www.loves-park.il.us/",incomplete_scrape
2411041,"City of Marshall",TX,"https://library.municode.com/tx/marshall, https://www.marshalltexas.net/",incomplete_scrape
2395260,"City of North Platte",NE,"https://codelibrary.amlegal.com/codes/northplatte/latest/overview, https://www.ci.north-platte.ne.us/",not_scraped
2409486,"City of Clinton",UT,http://www.clintoncity.net/,not_scraped
1267299,"City of Brookings",SD,"https://library.municode.com/sd/brookings, http://www.cityofbrookings.org",incomplete_scrape
2405467,"City of Simpsonville",SC,"https://library.municode.com/sc/simpsonville, http://www.simpsonville.com/",incomplete_scrape
2393683,"City of Crystal",MN,"https://codelibrary.amlegal.com/codes/lakecrystal/latest/overview, http://www.ci.crystal.mn.us/",not_scraped
485580,"City of Gardner",KS,"https://www.codepublishing.com/KS/Gardner/, http://GardnerKansas.gov",not_scraped
2395239,"City of Nixa",MO,"https://library.municode.com/mo/nixa, http://www.nixa.com/",incomplete_scrape
2409955,"City of Calabasas",CA,"https://library.municode.com/ca/city_of_calabasas, http://www.cityofcalabasas.com",not_scraped
2405637,"City of Van Buren",AR,http://www.vanburencity.org,not_scraped
2411110,"City of Millbrae",CA,"https://www.codepublishing.com/CA/Millbrae/, https://www.ci.millbrae.ca.us",not_scraped
2403580,"City of Eustis",FL,"https://library.municode.com/fl/eustis, http://www.eustis.org",not_scraped
2404002,"City of Cartersville",GA,"https://library.municode.com/ga/cartersville, http://www.cityofcartersville.org/",not_scraped
2411291,"City of Oakdale",CA,"https://ecode360.com/OA4108, http://www.oakdalegov.com",not_scraped
2394437,"City of Hudson",OH,"https://codelibrary.amlegal.com/codes/hudsonoh/latest/overview, http://www.hudson.oh.us/",not_scraped
2403541,"City of Edgewater",FL,"https://library.municode.com/fl/edgewater, http://www.cityofedgewater.org",scraped
2396197,"City of Pickerington",OH,"https://codelibrary.amlegal.com/codes/pickerington/latest/overview, http://www.ci.pickerington.oh.us/",not_scraped
2397059,"City of Trotwood",OH,"https://codelibrary.amlegal.com/codes/trotwood/latest/overview, http://www.trotwood.org/",not_scraped
2404690,"City of Hialeah Gardens",FL,"https://library.municode.com/fl/hialeah_gardens, http://www.cityofhialeahgardens.com",incomplete_scrape
2409828,"City of Belton",TX,"https://library.municode.com/tx/belton, http://www.ci.belton.tx.us/",incomplete_scrape
873635,"City of Keene",NH,"https://library.municode.com/nh/keene, http://www.ci.keene.nh.us/",incomplete_scrape
2404586,"City of Radcliff",KY,http://www.radcliff.org/,not_scraped
2396116,"City of Oxford",OH,"https://codelibrary.amlegal.com/codes/oxford/latest/overview, http://www.cityofoxford.org/",not_scraped
1498428,"City of Hopewell",VA,"https://library.municode.com/va/hopewell, http://www.hopewellva.gov/",not_scraped
2411595,"City of Laguna Beach",CA,"https://ecode360.com/LA4953, https://www.lagunabeachcity.net",not_scraped
485644,"City of Prairie Village",KS,"https://library.municode.com/ks/prairie_village, https://www.pvkansas.com/",scraped
2396328,"City of Raymore",MO,"https://ecode360.com/RA6622, http://www.raymore.com",not_scraped
2405437,"City of Searcy",AR,"https://library.municode.com/ar/searcy, https://www.cityofsearcy.org/",scraped
485600,"City of Junction City",KS,"https://library.municode.com/ks/junction_city, http://www.junctioncity-ks.gov/",scraped
1584365,"City of Watertown",WI,"https://ecode360.com/WA3515, http://www.ci.watertown.wi.us",not_scraped
2403530,"City of Easley",SC,"https://codelibrary.amlegal.com/codes/easley/latest/overview, http://www.cityofeasley.net",not_scraped
2410499,"City of Fernley",NV,"https://library.municode.com/nv/fernley, https://www.cityoffernley.org",not_scraped
2410272,"City of Cudahy",CA,"https://cudahy.municipal.codes/, http://www.cityofcudahy.com",not_scraped
885412,"City of Summit",NJ,"https://ecode360.com/SU4097, https://www.cityofsummit.org/",not_scraped
2410368,"City of Duncan",OK,"https://codelibrary.amlegal.com/codes/duncanok/latest/overview, http://www.cityofduncan.com",not_scraped
1267627,"City of Watertown",SD,http://www.watertownsd.us/,not_scraped
2410229,"City of Corinth",TX,"https://library.municode.com/tx/corinth, http://CityOfCorinth.com",not_scraped
1220067,"City of Central Falls",RI,"https://library.municode.com/ri/central_falls, http://www.centralfallsri.us",scraped
2394203,"City of Blue Island",IL,"https://codelibrary.amlegal.com/codes/blueisland/latest/overview, http://www.blueisland.org/",not_scraped
2394924,"City of Golden Valley",MN,"https://library.municode.com/mn/golden_valley, http://www.goldenvalleymn.gov/",scraped
582353,"City of Biddeford",ME,"https://ecode360.com/BI3074, http://www.biddefordmaine.org/",not_scraped
2403756,"City of Greenwood",SC,"https://library.municode.com/sc/greenwood, http://www.cityofgreenwoodsc.com/",incomplete_scrape
2410793,"City of Horizon City",TX,"https://ecode360.com/HO6532, http://www.horizoncity.org",not_scraped
2409880,"City of Bonney Lake",WA,"https://www.codepublishing.com/WA/BonneyLake/, http://www.ci.bonney-lake.wa.us/",not_scraped
2394604,"City of East Peoria",IL,"https://library.municode.com/il/east_peoria, http://www.cityofeastpeoria.com/",scraped
2403590,"City of Fairhope",AL,"https://library.municode.com/al/fairhope, http://www.cofairhope.com",incomplete_scrape
2395570,"City of La Porte",IN,http://www.cityoflaporte.com,not_scraped
2404329,"City of Mountain Brook",AL,"https://library.municode.com/al/mountain_brook, http://www.mtnbrook.org/",incomplete_scrape
2403059,"City of Acworth",GA,http://www.acworth.org/,not_scraped
2403074,"City of Albertville",AL,"https://library.municode.com/al/albertville, http://www.cityofalbertville.com/",not_scraped
2411035,"City of Marina",CA,"https://marina.municipal.codes/, http://www.ci.marina.ca.us",not_scraped
2405548,"City of Sunny Isles Beach",FL,"https://library.municode.com/fl/sunny_isles_beach, http://www.sibfl.net",scraped
2410227,"City of Corcoran",CA,"https://codelibrary.amlegal.com/codes/corcoranca/latest/overview, http://www.cityofcorcoran.com",not_scraped
2393633,"City of Coralville",IA,"https://codelibrary.amlegal.com/codes/coralville/latest/overview, http://www.coralville.org/",not_scraped
2404199,"City of DeBary",FL,"https://library.municode.com/fl/debary, http://www.debary.org",not_scraped
1498443,"City of Waynesboro",VA,"https://library.municode.com/va/waynesboro, http://www.waynesboro.va.us/",incomplete_scrape
2403535,"City of East Ridge",TN,http://www.eastridgetn.org,not_scraped
2404660,"City of Ruston",LA,"https://library.municode.com/la/ruston, http://www.ruston.org/",scraped
2410467,"City of Evans",CO,"https://library.municode.com/co/evans, http://www.cityofevans.org/",incomplete_scrape
2394320,"City of Hastings",MN,"https://library.municode.com/mn/hastings, http://www.ci.hastings.mn.us/",not_scraped
2404451,"City of Oxford",AL,"https://library.municode.com/al/oxford, http://www.oxfordalabama.org",scraped
2393514,"City of Chillicothe",OH,"https://codelibrary.amlegal.com/codes/chillicothe/latest/overview, http://ci.chillicothe.oh.us/",not_scraped
2393720,"City of Darien",IL,"https://codelibrary.amlegal.com/codes/darienil/latest/overview, http://www.darien.il.us/",not_scraped
2404485,"City of Pascagoula",MS,"https://library.municode.com/ms/pascagoula, http://www.cityofpascagoula.com/",scraped
2395201,"City of New Hope",MN,"https://library.municode.com/mn/new_hope, http://www.ci.new-hope.mn.us/",scraped
582712,"City of Sanford",ME,"https://ecode360.com/SA2111, https://www.sanfordmaine.org/",not_scraped
2393607,"City of Columbia Heights",MN,"https://codelibrary.amlegal.com/codes/columbiahts/latest/overview, http://www.ci.columbia-heights.mn.us/",not_scraped
873703,"City of Portsmouth",NH,http://www.cityofportsmouth.com/,not_scraped
2411462,"City of Port Hueneme",CA,"https://library.municode.com/ca/port_hueneme, http://www.ci.port-hueneme.ca.us",incomplete_scrape
2411831,"City of Sapulpa",OK,"https://library.municode.com/ok/sapulpa, http://www.cityofsapulpa.net",not_scraped
1215356,"City of New Castle",PA,"https://ecode360.com/NE4262, https://www.newcastlepa.org/",not_scraped
2405454,"City of Shelby",NC,"https://library.municode.com/nc/shelby, http://www.cityofshelby.com",incomplete_scrape
2411279,"City of North Salt Lake",UT,"https://codelibrary.amlegal.com/codes/northsaltlakeut/latest/overview, http://www.nslcity.org/",not_scraped
2410562,"City of Gallup",NM,"https://codelibrary.amlegal.com/codes/gallupnm/latest/overview, http://www.gallupnm.gov/",not_scraped
2410166,"City of Katy",TX,"https://ecode360.com/KA6368, https://cityofkaty.com/",not_scraped
1086000,"City of South Euclid",OH,"https://codelibrary.amlegal.com/codes/southeuclid/latest/overview, http://www.cityofsoutheuclid.com/",not_scraped
2393739,"City of Carbondale",IL,"https://codelibrary.amlegal.com/codes/carbondaleil/latest/overview, http://explorecarbondale.com/",not_scraped
2409695,"City of American Canyon",CA,http://www.cityofamericancanyon.org,not_scraped
1583711,"City of Middleton",WI,"https://library.municode.com/wi/middleton, http://ci.middleton.wi.us/",scraped
2410313,"City of Del City",OK,"https://library.municode.com/ok/del_city, http://www.cityofdelcity.com/",incomplete_scrape
1625941,"City of Birmingham",MI,"https://library.municode.com/mi/birmingham, https://bhamgov.org/",incomplete_scrape
2411554,"City of Klamath Falls",OR,"https://ecode360.com/KL4949, http://www.ci.klamath-falls.or.us/",not_scraped
2405540,"City of Sulphur",LA,"https://library.municode.com/la/sulphur, https://www.sulphur.org/",scraped
2412106,"City of Tukwila",WA,https://www.tukwilawa.gov/,not_scraped
1085996,"City of Rocky River",OH,"https://codelibrary.amlegal.com/codes/rockyriver/latest/overview, http://www.rrcity.com",not_scraped
2413524,"Town of Yucca Valley",CA,"https://codelibrary.amlegal.com/codes/yuccavalleyca/latest/overview, https://www.yucca-valley.org/",not_scraped
2410361,"City of Duarte",CA,"https://library.municode.com/ca/duarte, http://www.accessduarte.com",not_scraped
2396567,"City of Sedalia",MO,"https://library.municode.com/mo/sedalia, http://www.cityofsedalia.com",scraped
1626776,"City of Mount Pleasant",MI,"https://codelibrary.amlegal.com/codes/mtpleasant/latest/overview, http://www.mt-pleasant.org/",not_scraped
1086972,"City of Alliance",OH,"https://codelibrary.amlegal.com/codes/alliance/latest/overview, http://www.cityofalliance.com/",not_scraped
2403121,"City of Ashland",KY,"https://codelibrary.amlegal.com/codes/ashlandky/latest/overview, http://www.ashlandky.org/",not_scraped
2405648,"City of Vicksburg",MS,"https://library.municode.com/ms/vicksburg, http://www.vicksburg.org/",incomplete_scrape
2395850,"City of Seymour",IN,"https://codelibrary.amlegal.com/codes/seymour/latest/overview, http://www.seymourcity.com/",not_scraped
2403101,"City of Anniston",AL,"https://library.municode.com/al/anniston, http://www.annistonal.gov/",not_scraped
2411192,"City of Mukilteo",WA,"https://www.codepublishing.com/WA/Mukilteo/, http://www.ci.mukilteo.wa.us/",not_scraped
2397394,"City of Yorkville",IL,"https://library.municode.com/il/yorkville, http://www.yorkville.il.us/",not_scraped
2395725,"City of Lino Lakes",MN,"https://codelibrary.amlegal.com/codes/linolakes/latest/overview, http://www.ci.lino-lakes.mn.us/",not_scraped
2394875,"City of Geneva",IL,"https://library.municode.com/il/geneva, http://geneva.il.us/",incomplete_scrape
2394602,"City of East Moline",IL,"https://codelibrary.amlegal.com/codes/eastmolineil/latest/overview, http://www.eastmoline.com/",not_scraped
2409740,"City of Ashland",OR,http://www.ashland.or.us/,not_scraped
2411938,"City of South Lake Tahoe",CA,"https://www.codepublishing.com/CA/SouthLakeTahoe/, https://www.cityofslt.us/",not_scraped
618364,"City of Gardner",MA,"https://ecode360.com/GA3020, http://www.gardner-ma.gov/",not_scraped
2411187,"City of Mountlake Terrace",WA,"https://www.codepublishing.com/WA/MountlakeTerrace/, http://www.cityofmlt.com/",not_scraped
2396121,"City of Ozark",MO,http://ozarkmissouri.com/,not_scraped
2410884,"City of Louisville",CO,"https://library.municode.com/co/louisville, http://www.ci.louisville.co.us",incomplete_scrape
2390603,"City of Hyattsville",MD,"https://ecode360.com/HY0759, https://www.hyattsville.org/",not_scraped
2411116,"City of Milwaukie",OR,"https://ecode360.com/MI4969, http://www.cityofmilwaukie.org/",not_scraped
485589,"City of Hays",KS,"https://library.municode.com/ks/hays, http://www.haysusa.com",scraped
2411391,"City of Payson",UT,"https://library.municode.com/ut/payson, http://www.paysonutah.org/",not_scraped
2397323,"City of Willmar",MN,"https://library.municode.com/mn/willmar, http://www.willmarmn.gov/",scraped
2411197,"City of Murphy",TX,"https://ecode360.com/MU6414, http://www.murphytx.org",not_scraped
2411108,"City of Mill Creek",WA,"https://www.codepublishing.com/WA/MillCreek/, http://www.cityofmillcreek.com/",not_scraped
2403650,"City of Fort Walton Beach",FL,"https://library.municode.com/fl/fort_walton_beach, http://www.fwb.org",not_scraped
2410859,"City of Lomita",CA,"https://library.municode.com/ca/lomita, https://lomitacity.com",incomplete_scrape
2411275,"City of North Ogden",UT,"https://library.municode.com/ut/north_ogden, http://www.northogdencity.com/",not_scraped
2404677,"City of Helena",AL,"https://library.municode.com/al/helena, http://www.cityofhelena.org/",not_scraped
2411977,"City of Stephenville",TX,"https://library.municode.com/tx/stephenville, http://www.ci.stephenville.tx.us/",not_scraped
979164,"City of Lockport",NY,http://www.lockportny.gov,not_scraped
1085992,"City of Parma Heights",OH,"https://codelibrary.amlegal.com/codes/parmaheights/latest/overview, http://www.parmaheightsoh.gov",not_scraped
2393991,"City of Arnold",MO,"https://ecode360.com/AR3228, https://www.arnoldmo.org",not_scraped
2410337,"City of Dickinson",TX,"https://library.municode.com/tx/dickinson, https://www.ci.dickinson.tx.us/",incomplete_scrape
1087116,"City of Lebanon",OH,http://www.lebanonohio.gov/,not_scraped
2409839,"City of Bethany",OK,"https://codelibrary.amlegal.com/codes/bethany/latest/overview, http://cityofbethany.org/",not_scraped
1584179,"City of South Milwaukee",WI,https://ecode360.com/SO3798,not_scraped
2395265,"City of Northfield",MN,"https://library.municode.com/mn/northfield, http://www.ci.northfield.mn.us/",incomplete_scrape
2405551,"City of Suwanee",GA,"https://library.municode.com/ga/suwanee, http://www.suwanee.com/",scraped
2410253,"City of Covington",WA,"https://www.codepublishing.com/WA/Covington/, https://www.covingtonwa.gov/",not_scraped
2395918,"City of South Saint Paul",MN,http://www.southstpaul.org,not_scraped
2409796,"City of Battle Ground",WA,"https://www.codepublishing.com/WA/BattleGround/, http://www.cityofbg.org/",not_scraped
2403945,"City of Bryant",AR,"https://library.municode.com/ar/bryant, http://www.cityofbryant.com/",scraped
1627300,"City of Ypsilanti",MI,http://cityofypsilanti.com/,not_scraped
485643,"City of Pittsburg",KS,"https://library.municode.com/ks/pittsburg, http://www.pittks.org",scraped
1625803,"City of Adrian",MI,"https://library.municode.com/mi/adrian, https://www.adriancity.com/",scraped
1626697,"City of Marquette",MI,https://www.marquettemi.gov/,not_scraped
885356,"City of Pleasantville",NJ,"https://ecode360.com/PL0754, http://pleasantville-nj.org/",not_scraped
2404504,"City of Perry",GA,"https://library.municode.com/ga/perry, http://www.perry-ga.gov/",scraped
2397275,"City of West Saint Paul",MN,"https://codelibrary.amlegal.com/codes/weststpaul/latest/overview, http://www.cityofwsp.org/",not_scraped
2394789,"City of Forest Lake",MN,"https://codelibrary.amlegal.com/codes/forestlake/latest/overview, http://www.ci.forest-lake.mn.us/",not_scraped
2395881,"City of Sidney",OH,"https://codelibrary.amlegal.com/codes/sidneyoh/latest/overview, http://www.sidneyoh.com/",not_scraped
2405480,"City of Snellville",GA,"https://library.municode.com/ga/snellville, http://www.Snellville.org",scraped
2411565,"City of La Cañada Flintridge",CA,http://www.lcf.ca.gov,not_scraped
2410428,"City of Elko",NV,"https://codelibrary.amlegal.com/codes/elkonv/latest/overview, https://www.elkocity.com",not_scraped
2395256,"City of North Liberty",IA,"https://codelibrary.amlegal.com/codes/northliberty/latest/overview, http://www.northlibertyiowa.org/",not_scraped
2411089,"City of Mesquite",NV,"https://codelibrary.amlegal.com/codes/mesquitenv/latest/overview, https://www.mesquitenv.gov",not_scraped
1626754,"City of Monroe",MI,http://www.ci.monroe.mi.us/,not_scraped
2393670,"City of Crest Hill",IL,http://www.cityofcresthill.com,not_scraped
2411889,"City of Sherwood",OR,"https://library.municode.com/or/sherwood, http://www.ci.sherwood.or.us",scraped
582802,"City of Westbrook",ME,"https://ecode360.com/WE3873, https://www.westbrookmaine.com/",not_scraped
2410611,"City of Golden",CO,"https://library.municode.com/co/golden, http://www.cityofgolden.net/",incomplete_scrape
2411472,"City of Portland",TX,"https://library.municode.com/tx/portland, http://www.portlandtx.com/",incomplete_scrape
582705,"City of Saco",ME,"https://ecode360.com/SA1647, https://www.sacomaine.org/",not_scraped
2396215,"City of Piqua",OH,"https://codelibrary.amlegal.com/codes/piqua/latest/overview, http://www.piquaoh.org/",not_scraped
